SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,BU_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
2900,2023-24,Q2,7/1/2023,SS400275,Software Services -Development -NeSL Production Support,DKFU,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,4.20,7.13,3.80,3.33,3.33
2901,2023-24,Q2,7/1/2023,CC400038,Customer Care Services - Thomson Reuters,JAKU,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.84,-0.84,-0.84
2902,2023-24,Q2,7/1/2023,CC400050,Customer Care Services - NSE-DC,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,8.00,5.36,3.06,2.29,2.29
2903,2023-24,Q2,7/1/2023,CC400051,Customer Care Services - NSE -Helpdesk Operation Service,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,321.86,240.55,132.48,108.07,108.07
2904,2023-24,Q2,7/1/2023,SS400123,Software Services-Citi Bank-T&M-Development,PWPW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,4.48,3.39,1.09,1.09
2905,2023-24,Q2,7/1/2023,SS400204,Software Services - Development - HDFC Ergo,DPBP,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,4.00,5.71,2.42,3.29,3.29
2906,2023-24,Q2,7/1/2023,SS400234,Software Services - Reliance Gen- Development,OUMN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,16.02,20.98,11.32,9.66,9.66
2907,2023-24,Q2,7/1/2023,SS400237,Software Services - NDML-Application Development,TETW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.76,1.45,1.31,1.31
2908,2023-24,Q2,7/1/2023,SS400251,Software Services - Fulletron,AIXP,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,0.95,0.56,0.39,0.39
2909,2023-24,Q2,7/1/2023,SS400260,Software Services -Development -NESL-T&M,DKFU,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,10.66,5.60,5.06,5.06
2910,2023-24,Q2,7/1/2023,SS400262,Software Services -Development -Kotak Bank,HCAR,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,9.25,7.99,6.52,1.48,1.48
2911,2023-24,Q2,7/1/2023,SS400263,Software Services -Development -Prudential -10 FA,LYAR,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,6.68,15.30,7.43,7.87,7.87
2912,2023-24,Q2,7/1/2023,SS400265,Software Services -Development -DCB Bank,QJCC,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,1.63,0.74,0.89,0.89
2913,2023-24,Q2,7/1/2023,SS400271,Software Services -Development -Karnataka Bank,UEKK,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.45,2.33,1.46,0.88,0.88
2914,2023-24,Q2,7/1/2023,SS400288,Software Service -NPCI -T&M,EWSE,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,3.00,3.05,1.88,1.16,1.16
2915,2023-24,Q2,7/1/2023,SS400291,Software Service -G&D Product Development,IETB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,3.03,1.65,1.37,1.37
2916,2023-24,Q2,7/1/2023,SS400302,Software Services - EXIDE Life,SHIN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.57,2.18,0.39,0.39
2917,2023-24,Q2,7/1/2023,ST400178,Software Testing - T&M - NSDL - BAT,TETW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,3.00,2.83,1.52,1.31,1.31
2918,2023-24,Q2,7/1/2023,ST400179,Software Testing-SBI Life-T&M,LIB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,101.19,86.90,54.24,32.65,32.65
2919,2023-24,Q2,7/1/2023,ST400195,Software Testing- RBL T&M,TENY,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.80,1.22,1.58,1.58
2920,2023-24,Q2,7/1/2023,ST400200,Software Testing - T&M - TATA AIA LIC,LFIY,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,64.81,76.86,37.34,39.52,39.52
2921,2023-24,Q2,7/1/2023,ST400202,Software Testing - T&M - BOA,ZFPS,PSG-Non NSE,Digital,Project,Singapore,NSEIT-IND-SA,5.26,8.80,4.51,4.30,4.30
2922,2023-24,Q2,7/1/2023,SS400161,Software Services-AVALON-T&M,UTHN,PSG-Non NSE,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,1.00,2.15,1.17,0.98,0.98
2923,2023-24,Q2,7/1/2023,SS400326,Software Services - Nasdaq -Vantage,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,2.33,5.60,-3.27,-3.27
2924,2023-24,Q2,7/1/2023,SS400327,Software Services -HDFC Ltd_Recovery Application Support,GYVI,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.90,6.01,3.22,2.80,2.80
2925,2023-24,Q2,7/1/2023,SS400328,Software Services -SBI Mutual fund -T&M,ODSH,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,4.00,3.28,2.81,0.47,0.47
2926,2023-24,Q2,7/1/2023,SS400332,Software Services-NSE -Algo Trading MLOps,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.68,0.79,1.04,-0.25,-0.25
2927,2023-24,Q2,7/1/2023,SS400334,Software Service -Kotak Equities -T&M,FAHH,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,0.70,0.45,0.25,0.25
2928,2023-24,Q2,7/1/2023,SS400335,Software Services - Nasdaq-NRTC Development Support,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,19.00,58.81,48.75,10.06,10.06
2929,2023-24,Q2,7/1/2023,SS400336,Software Services-NSE -ExtraNet T&M,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,3.71,4.13,-0.42,-0.42
2930,2023-24,Q2,7/1/2023,SS400337,Software Service - NSE-PSM_Managed T&M,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,7.00,15.00,6.42,8.58,8.58
2931,2023-24,Q2,7/1/2023,SS400338,Software Service-HDFC Ergo-NM Claim App_Support T&M,DPBP,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.19,3.01,1.48,1.52,1.52
2932,2023-24,Q2,7/1/2023,SS400339,Software Service - NSE-Enterprise Applications support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,31.52,38.73,22.27,16.46,16.46
2933,2023-24,Q2,7/1/2023,SS400340,Software Service - NSE- Contract Generation AMC Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,9.00,10.94,10.15,0.79,0.79
2934,2023-24,Q2,7/1/2023,SS400341,Software Service - NESL -Business Reporting,DKFU,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,4.00,7.36,4.23,3.13,3.13
2935,2023-24,Q2,7/1/2023,SS400342,Software Service -NSE -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,22.39,45.83,28.45,17.38,17.38
2936,2023-24,Q2,7/1/2023,SS400343,Software Service - PXIL-PRATYAY,DCUW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,26.00,25.73,22.24,3.49,3.49
2937,2023-24,Q2,7/1/2023,SS400344,Software Service -NSE-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,16.75,12.93,3.82,3.82
2938,2023-24,Q2,7/1/2023,SS400345,Software Service-NSE-Volume Gen. Onsite Support,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.00,1.75,0.00,1.75,1.75
2939,2023-24,Q2,7/1/2023,SS400346,Software Service-HDFC Ltd -Managed T&M,GYVI,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.00,5.97,2.60,3.37,3.37
2940,2023-24,Q2,7/1/2023,SS400347,Software Service-NSE Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.40,5.16,2.54,2.62,2.62
2941,2023-24,Q2,7/1/2023,SS400348,Software Service - NSE-Neaps AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,6.35,0.00,6.35,6.35
2942,2023-24,Q2,7/1/2023,SS400349,Software Service - NSE - PPMS T&M,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,0.00,1.15,0.00,1.15,1.15
2943,2023-24,Q2,7/1/2023,SS400350,Software Service - NSE- Document Management System T&M,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,0.00,1.21,0.00,1.21,1.21
2944,2023-24,Q2,7/1/2023,SS400351,Software Services - Nasdaq-NME,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.19,0.00,0.00,0.00,0.00
2945,2023-24,Q2,7/1/2023,PN599999,Practice Development -PSG NSE,RHCC,PSG-NSE,Digital,Practice,IND,NSEIT-IND-SA,0.00,0.00,0.00,-0.36,-0.36
2946,2023-24,Q2,7/1/2023,SS400046,Software Services - T&M - NSE - Development,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,139.86,241.13,139.86,101.27,101.27
2947,2023-24,Q2,7/1/2023,SS400249,Software Services - NSE IFSC Gift City Trading Development,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,45.91,87.62,52.54,35.08,35.08
2948,2023-24,Q2,7/1/2023,SS400303,Software Service -NSE-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.00,4.14,1.78,2.36,2.36
2949,2023-24,Q2,7/1/2023,ST400176,Software Testing - T&M - NSE - BAT,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,4.00,4.78,2.44,2.34,2.34
2950,2023-24,Q2,7/1/2023,ST400204,Software Testing- NSE -Web Testing,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,6.00,9.74,2.29,7.45,7.45
2951,2023-24,Q2,7/1/2023,ST400211,Software Testing-NSE -MF Testing,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,3.42,1.26,2.16,2.16
2952,2023-24,Q2,7/1/2023,DG799999,"Digital Bench- Maternity, Medical and Long Leave",EZOF,Digi Bench,Digital,Bench,IND,NSEIT-IND-SA,11.71,0.00,0.00,-3.85,-3.85
2953,2023-24,Q2,7/1/2023,SS300270,Software Service - Brunei Stock Exchange,SOLW,App Modernisation,Digital,Project,Brunei,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
2954,2023-24,Q2,7/1/2023,SS400279,Software Services -Nasdaq -OCC,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,16.00,48.55,36.17,12.38,12.38
2955,2023-24,Q2,7/1/2023,SS400289,Software Services -Nasdaq - DGCX,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
2956,2023-24,Q2,7/1/2023,RP400006,RPA - Edelweiss Tokio -T&M,AQUT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,1.20,0.95,0.25,0.25
2957,2023-24,Q2,7/1/2023,SS400299,Software Services - SGX -GIFT-NFT,TEMT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,1.45,-1.45,-1.45
2958,2023-24,Q2,7/1/2023,SD999999,Sales - Digital,EKQX,Digital - SAM,Digital,Sales,IND,NSEIT-IND-SA,19.71,0.00,0.00,0.00,-59.82
2959,2023-24,Q2,7/1/2023,MD999999,Marketing - Digital,GRFP,Digital - SAM,Digital,Marketing,IND,NSEIT-IND-SA,12.15,0.00,-0.03,0.03,-55.44
2960,2023-24,Q2,7/1/2023,DG999999,Digi-Support,ALSB,Digi-Support,Digital,Corporate,IND,NSEIT-IND-SA,17.20,0.00,0.00,0.00,
2961,2023-24,Q2,7/1/2023,SS400300-US,Software Testing -Adi-Worldlink -AWS-Financial Project - US,LGDI,Data & Analytics,Digital,Project,US (Addl),US (Addl),0.00,5.17,0.00,5.17,5.17
2962,2023-24,Q2,7/1/2023,AN400008-US,Analytics  -TE Connectivity ,QYKU,Data & Analytics,Digital,Project,US (Addl),US (Addl),0.00,1.36,0.00,1.36,1.36
2963,2023-24,Q2,7/1/2023,SS400279-US,Software Services -Nasdaq -OCC - US,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,26.14,0.00,26.14,26.14
2964,2023-24,Q2,7/1/2023,SS400289-US,Software Services -Nasdaq - DGCX - US,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,0.00,0.00,0.00,0.00
2965,2023-24,Q2,7/1/2023,SS400319-US,Software Services - Nasdaq - BOFA,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,6.83,0.00,6.83,6.83
2966,2023-24,Q2,7/1/2023,SS400320-US,Software Services - Nasdaq -Australian Exchange (ASX),DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,0.00,0.00,0.00,0.00
2967,2023-24,Q2,7/1/2023,SS400321-US,Software Services - Nasdaq -LMEC,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,0.00,0.00,0.00,0.00
2968,2023-24,Q2,7/1/2023,SS400335-US,Software Services - Nasdaq-NRTC Development Support,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,31.67,0.00,31.67,31.67
2969,2023-24,Q2,7/1/2023,SS400161-US,Software Services-AVALON-T&M - US,UTHN,PSG-Non NSE,Digital,Project,US (Addl),US (Addl),0.00,1.16,0.00,1.16,1.16
2970,2023-24,Q2,7/1/2023,US Expense,US Expense,EKQX,Digital - SAM,Digital,Sales,US (Addl),US (Addl),0.00,0.00,0.00,0.00,-41.69
2971,2023-24,Q2,8/1/2023,SP100149,Software Products- Huda e-Auctions System,VOZX,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.68,11.14,4.72,6.43,6.43
2972,2023-24,Q2,8/1/2023,SP100150,Software Products- HSIDC-e-Auctions System,GFBV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.96,5.08,3.14,1.94,1.94
2973,2023-24,Q2,8/1/2023,SP300101,Software Product Traded License -NSE-Azul Platform Licence,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,2.90,-2.90,-2.90
2974,2023-24,Q2,8/1/2023,SP300102,Software Products -NSE-Dataswitch Licence,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,-54.83,-34.59,-20.24,-20.24
2975,2023-24,Q2,8/1/2023,SS500102,Software Service - NSE - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,10.00,10.00,7.84,2.16,2.16
2976,2023-24,Q2,8/1/2023,SS500103,Software Service - NSE XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.00,3.17,1.96,1.21,1.21
2977,2023-24,Q2,8/1/2023,SS500104,Software Service-NSE-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.20,2.33,1.48,0.85,0.85
2978,2023-24,Q2,8/1/2023,SS500105,Software Service -NSE-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,1.25,0.83,0.42,0.42
2979,2023-24,Q2,8/1/2023,SS500106,Software Services -Tea Board E-Auction Solutions-M,ZWAD,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,11.60,19.38,7.91,11.47,11.47
2980,2023-24,Q2,8/1/2023,SS500107,Software Service - CCIL Nasdaq Market Surveillance System,RYMC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,13.33,12.73,0.60,0.60
2981,2023-24,Q2,8/1/2023,SS500108,Software Products- NSE-Solace Agent for ITRS,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,7.22,7.03,0.19,0.19
2982,2023-24,Q2,8/1/2023,SS500109,Software Service -South Indian Bank -EnCollect App.AMC,VCYT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.82,0.58,0.24,0.24
2983,2023-24,Q2,8/1/2023,SS500112,Software Service - NSE XBRL-Misc -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,39.58,0.00,39.58,39.58
2984,2023-24,Q2,8/1/2023,SS300290,Software Service -IRDA -IGMS -Portal Development,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
2985,2023-24,Q2,8/1/2023,SS300291,Software Service -IRDA -IGMS -AMC / Helpdesk Support,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.50,0.00,3.47,-3.47,-3.47
2986,2023-24,Q2,8/1/2023,SS300311,Software Service NESL-e-Auction Platform,UKBZ,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.72,0.00,0.72,0.72
2987,2023-24,Q2,8/1/2023,SS300323,Software Service -Indian Bank-Software Implementation,NIML,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,21.90,0.00,31.50,-31.50,-31.50
2988,2023-24,Q2,8/1/2023,SS300328,Software Service -NSE-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,5.91,-5.91,-5.91
2989,2023-24,Q2,8/1/2023,SS300331,Software Services -Bharat Platform,LOKN,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,20.84,0.00,44.04,-44.04,-44.04
2990,2023-24,Q2,8/1/2023,SS400268,Software Services -Development -Coco Navi,EIXB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,2.75,1.59,1.16,1.16
2991,2023-24,Q2,8/1/2023,SS400285,Software Service -IIBF CLMS,TEFN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,5.99,4.66,1.33,1.33
2992,2023-24,Q2,8/1/2023,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.52,3.58,2.00,1.58,1.58
2993,2023-24,Q2,8/1/2023,SS400290,NSE- Solace -Enhanced Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,28.74,24.42,4.31,4.31
2994,2023-24,Q2,8/1/2023,SS400294,Software Service -NSE-IFSC-Website Dev & Mtns,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,6.00,7.69,5.58,2.12,2.12
2995,2023-24,Q2,8/1/2023,SS400306,Software Service -NSE-Website,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,30.10,53.17,37.54,15.63,15.63
2996,2023-24,Q2,8/1/2023,SS400307,Software Service HDFC Mutual fund,GYVI,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,1.50,1.34,0.17,0.17
2997,2023-24,Q2,8/1/2023,SS400308,Software Service -NSE-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,6.83,3.94,2.89,2.89
2998,2023-24,Q2,8/1/2023,SS400310,Software Service -CCIL-Onsite-T&M,RYMC,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,7.25,14.73,10.27,4.46,4.46
2999,2023-24,Q2,8/1/2023,SS400311,Software Service -NSDL-Qlik Development,TETW,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.00,3.29,2.04,1.25,1.25
3000,2023-24,Q2,8/1/2023,SS400312,Software Service -NSE-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.00,8.80,3.49,5.31,5.31
3001,2023-24,Q2,8/1/2023,SS400313,Software Service -IDFC T&M,XGLI,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.43,1.42,1.01,1.01
3002,2023-24,Q2,8/1/2023,SS400316,Software Service -Trafigura,LCVW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,23.00,81.99,33.15,48.84,48.84
3003,2023-24,Q2,8/1/2023,SS400317,Software Services - Nasdaq -Market Service Platform,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,4.84,4.37,0.47,0.47
3004,2023-24,Q2,8/1/2023,SS400318,Software Services - Nasdaq -Investor Relations,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,6.00,20.49,16.12,4.37,4.37
3005,2023-24,Q2,8/1/2023,SS400319,Software Services - Nasdaq - BOFA,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,3.94,12.02,4.63,7.38,7.38
3006,2023-24,Q2,8/1/2023,SS400322,Software Services-NSE (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,102.45,80.00,42.75,37.25,37.25
3007,2023-24,Q2,8/1/2023,SS400323,Software Services-HDFC _Loan linked Insurance Onsite Support,GYVI,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,5.18,8.46,3.69,4.77,4.77
3008,2023-24,Q2,8/1/2023,SS400325,Software Services-NSE DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,3.40,2.53,0.87,0.87
3009,2023-24,Q2,8/1/2023,SS300275,Software Service - Aujas - Palm Products,QZRU,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
3010,2023-24,Q2,8/1/2023,DM799999,Digital Delivery Management-App Modernisation,UWKL,App Modernisation,Digital,DM,IND,NSEIT-IND-SA,14.94,0.00,0.00,-71.00,-71.00
3011,2023-24,Q2,8/1/2023,DM899999,Digital Delivery Management-Data & Analytics,UWKL,Data & Analytics,Digital,DM,IND,NSEIT-IND-SA,3.00,0.00,0.00,-14.72,-14.72
3012,2023-24,Q2,8/1/2023,PA399999,Practice Bench - App Modernisation,EZOF,App Modernisation,Digital,Bench,IND,NSEIT-IND-SA,8.20,0.00,0.00,-12.76,-12.76
3013,2023-24,Q2,8/1/2023,PA699999,Practice Development  - App Modernisation,RHCC,App Modernisation,Digital,Practice,IND,NSEIT-IND-SA,7.00,0.00,0.00,-24.21,-24.21
3014,2023-24,Q2,8/1/2023,PB399999,Practice Bench -Business Transformation,EZOF,Business Transformation,Digital,Bench,IND,NSEIT-IND-SA,2.95,0.00,0.00,-3.45,-3.45
3015,2023-24,Q2,8/1/2023,PB699999,Practice Development - Business Transformation,RHCC,Business Transformation,Digital,Practice,IND,NSEIT-IND-SA,2.00,0.00,0.00,-6.35,-6.35
3016,2023-24,Q2,8/1/2023,PC699999,Practice Development  - Common,RHCC,Digi Common Practice,Digital,Practice,IND,NSEIT-IND-SA,0.00,0.00,0.00,-36.87,-61.53
3017,2023-24,Q2,8/1/2023,RP100001,RPA - NSE - Robotic Automation,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.00,27.12,21.69,5.43,5.43
3018,2023-24,Q2,8/1/2023,RP100009,RPA - SBI Life-Automation Licence,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.67,-0.67,-0.67
3019,2023-24,Q2,8/1/2023,RP300009,RPA - Automation (24 Process ) - NSE,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.00,5.00,1.53,3.47,3.47
3020,2023-24,Q2,8/1/2023,RP300013,RPA - Automation -SBI Life,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,11.20,4.02,6.86,-2.84,-2.84
3021,2023-24,Q2,8/1/2023,RP400001,RPA - NSE - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.20,3.23,1.32,1.91,1.91
3022,2023-24,Q2,8/1/2023,RP400005,RPA - TATA Aia -T&M,LFIY,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,7.60,14.12,7.05,7.07,7.07
3023,2023-24,Q2,8/1/2023,RP400010,RPA -IDFC First Bank,XSZC,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,12.00,11.14,6.95,4.18,4.18
3024,2023-24,Q2,8/1/2023,RP400011,RPA - SBI Life -T&M,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,5.00,2.21,2.23,-0.03,-0.03
3025,2023-24,Q2,8/1/2023,SP200002,Software Products - Back Office - Ensettle - Maintenance,CQVA,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.35,2.29,2.40,-0.11,-0.11
3026,2023-24,Q2,8/1/2023,SP200030,Software Products - Messaging Solutions - Maintenance,CQVA,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.15,5.97,2.92,3.05,3.05
3027,2023-24,Q2,8/1/2023,SS300262,Software Service - NSE- Document Management System,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.90,-0.90,-0.90
3028,2023-24,Q2,8/1/2023,SS300283,Software Services - NSE - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.40,2.07,2.03,0.04,0.04
3029,2023-24,Q2,8/1/2023,SS300305,Software Service -NSE-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.60,-0.60,-0.60
3030,2023-24,Q2,8/1/2023,AN100002,Analytics -IDFC First Bank -License,XSZC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,82.03,69.00,13.03,13.03
3031,2023-24,Q2,8/1/2023,AN300013,Analytics- SBI General -Support,LAFS,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.01,-0.01,-0.01
3032,2023-24,Q2,8/1/2023,AN400001,Analytics -Axis Bank T&M,OEBN,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,3.00,6.18,3.13,3.05,3.05
3033,2023-24,Q2,8/1/2023,AN400004,Analytics  -Kotak Life Insurance T&M,YFSE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,1.87,0.61,1.26,1.26
3034,2023-24,Q2,8/1/2023,AN400006,Analytics  -IDFC -Elastic Support,XGLI,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,18.68,20.54,-1.86,-1.86
3035,2023-24,Q2,8/1/2023,AN400008,Analytics  -TE Connectivity ,QYKU,Data & Analytics,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,1.00,2.53,1.36,1.17,1.17
3036,2023-24,Q2,8/1/2023,AN400009,Analytics  - Elasticsearch T&M Development,YCVQ,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,2.96,1.32,1.64,1.64
3037,2023-24,Q2,8/1/2023,AN400010,Analytics - HPE Support_T&M,GCJG,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,4.00,7.77,2.61,5.16,5.16
3038,2023-24,Q2,8/1/2023,AN400011,Analytics - M&G_ Support_T&M,XPQW,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,4.26,6.98,3.41,3.56,3.56
3039,2023-24,Q2,8/1/2023,AN400012,Analytics -CCIL_DA_SQL Dev T&M,RYMC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.45,1.71,0.49,1.22,1.22
3040,2023-24,Q2,8/1/2023,AN400013,Analytics- SBI General -Support,LAFS,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,6.13,7.73,4.74,2.99,2.99
3041,2023-24,Q2,8/1/2023,PD399999,Practice Bench – Data & Analytics ,EZOF,Data & Analytics,Digital,Bench,IND,NSEIT-IND-SA,1.96,0.00,0.00,-4.49,-4.49
